packagecode,groupid,modelid,groupname,modelname,hardwareversion,networkprovider,mainfirmwaretype,mainfirmware,coprocfirmwaretype,coprocfirmware,mainsettingsname,mainsettingsid,coprocsettingname,plsign,isvalid,updatedby,updatedat,disable
18,2453,51,EVMGroup,Bike_Honda_CB Hornet 160R_Default_2017_P_MT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470633171,false
20,2818,15,MBSI_PVT_LTD,Bike_Bajaj_Avenger Cruise 220_Default_2017_P_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470633266,false
25,4010,1607,Propel,Truck_Propel_E-Truck_Default_2024_EV_AT,P25V6,AIRTEL,,LAFM_4G_P25V6_SEPT_12_2023_10_S,,LAFC_CAN_P25V6_SEP_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470633361,false
33,4428,1592,IntelliOne,VFD_INVT_GD200A_Powertrac_2024_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_RS485_P25V7_P30V4_MAY_20_2024_16_INVT_19200_8E1,,3D568B81AABB8FA705141F6D0FDFC4A6E9BA9E131F9FC2BC94BAF419D8E998B7,181134315C5B7EB4298D272526897ACA3C943821C73976B430034B87F858B05A,36B47104991B9BCAB4B000EB37B4079CEC187836D9DFDCCA18A635A724048BAF,false,varashebkanthi@intellicar.in,1740470633455,false
42,3758,1765,Likraft,BMS_Likraft_51.2V 100Ah LFP_JBD 250_2024_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_AUG_05_2024_11_CHARGER_SENSE,,0000000000000000000000000000000000000000000000000000000000000000,41E2DD5D89022657DA0A38E3261001A94A085F1F178BF04A8C40FEDC3FF49285,01916583B16A2CCCBFB62D36F19DD587CFAC5ADBD4D5F5F7759D1404017321D6,false,varashebkanthi@intellicar.in,1740470633549,false
54,5158,1481,OKO_Mobility,Car_BYD E6_BYD E6_Default_2023_EV_AMT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,03C3C92EDE753E90D371303B800C23DC44A7C1A583AEEFA4578DDF87C90B5EB1,495A8F6C72D6EDE3F4CFFA0C274763F36DE765F9941DC5DD3FB9CFA5AB36F55D,false,varashebkanthi@intellicar.in,1740470633661,false
65,4385,961,city_Armed_Reserve,Car_Mahindra_Bolero_Default_2021_P_MT,SFF-V2,AIOT,,LAFMV2-2G_MC60-SFF-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_2G_SFF_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,00D4BBFB7533E577909129EB3019E243CA4F2A9644DCC3C5673821AC8DA63C77,F825E783C607D4F340E453565AD34699EFD07A0B01B1EEF7894C2C01CDD7B318,false,varashebkanthi@intellicar.in,1740470633755,false
75,3902,1732,EVM_secondarydevice,Car_Tata_Nexon_Default_2024_P_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_SEP_13_2024_14,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470633855,false
84,165,1438,RoyalBrothers,Bike_Yamaha_Ray Z_Default_2023_P_AT,P25V12,AIOT,,LAFMV2-4G_EC200UCN-P25V12-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V12_OCT_03_2024_12,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470633952,false
94,3326,1813,Trontek,BMS_Trontek_51V105Ah_Trontek_REV 1.3 DEV062_2024_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_INTELLIFIN_JAN_17_2025_12_BETA,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,AB11FC2B262652C4F7895003EA2F756BBF6A9E2C8D58633399943B7EF6ACF4DE,59C8429810FF44F07D64BBC51E21870FAE5364233CEC3347B5DA0DD51F8EEC73,false,varashebkanthi@intellicar.in,1740470634046,false
104,3902,1410,EVM_secondarydevice,Car_Datsun_Redi Go_Default_2019_P_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_3_1,,,09AB9C1460D7E4BEE28B36A7F036DD35FDFA3D59C3E87A1EF7CFB2FDC634B623,F00F869DFD2A5DE385D4F9AC47E52501173A8AA59C9E4EF55A7DE41ACDF6248C,false,varashebkanthi@intellicar.in,1740470634138,false
116,1822,1481,Amplus,Car_BYD E6_BYD E6_Default_2023_EV_AMT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,03C3C92EDE753E90D371303B800C23DC44A7C1A583AEEFA4578DDF87C90B5EB1,495A8F6C72D6EDE3F4CFFA0C274763F36DE765F9941DC5DD3FB9CFA5AB36F55D,false,varashebkanthi@intellicar.in,1740470634249,false
127,3033,1383,vidyuttech_API,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2023_EV_AT,P25V7,AIRTEL,,LAFMV2-4G_EC200UCN-P25V7-F1V3-JAN_31_2024_15-S,,LAFC_CAN_P25V7_MAY_23_2024_17,,1F431229EEAF00882BE0DEC08596B2D395239C6E52720C17335EF379CDDF5DF6,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470634344,false
138,3120,1728,Inverted_energy,BMS_Inverted_48V_SuperPower_BMS_16S_60A_LFP_2024_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_AUG_05_2024_11_CHARGER_SENSE,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,50D4B508AFC45F691D6127BD8519350406CB66106A10F2E31BD0FA4604289E81,44B388B38E4F84443339B75D311CA9EFBA5E47DC625888DE88A9879A1B9B57DE,false,varashebkanthi@intellicar.in,1740470634437,false
148,4257,1383,Gensol,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2023_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAY_27_2024_12_MOEVING_PIAGGIO_HAHB_OS,,0000000000000000000000000000000000000000000000000000000000000000,872E93EAAE917F0DFEE525FA447D7987A3F2EEE59B0159021E6B811838619933,74B0318603187F3D5DDD8B75C81F081610044163BA9A847B39A8AB57D5879F94,false,varashebkanthi@intellicar.in,1740470634532,false
158,2208,1203,Livguard,BMS_Livguard_48V_V2_2022_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_SEP_13_2024_14,,EE13F4A886D9F4FF7E5C51225A4153607F9448F66F4CB35F2EA18303DDAE8221,559A99DDBF7C6F57F202EEB1BD13189887C20A6BB8277AA61BEAF0AA63E53B2A,067394D131F26454B64CF93FA87A73804FE3C3777C9ECDD0A354BA1F7BF548F9,false,varashebkanthi@intellicar.in,1740470634630,false
168,2453,753,EVMGroup,Car_Tata_Altroz_Default_2021_P_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470634723,false
3,2818,514,MBSI_PVT_LTD,Bike_TVS_Apache_RR310_2018_P_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470633005,false
17,2023,1376,Greenfuel,BMS_Livguard_BMS_White_Knight_14S_48V_60A_V4_2023_EV_-,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_MAY_15_2024_16_LIV_CANWKUP,,EE13F4A886D9F4FF7E5C51225A4153607F9448F66F4CB35F2EA18303DDAE8221,5B9B05103FE74F82407122C031EB012DCD6BBECF0F804D03915D5553BE0B122A,B0D2AB98A477DFE3D921E3344C7CD02D16BEC8C921A724443E2814765354D5E3,false,varashebkanthi@intellicar.in,1740470633142,false
27,5293,1149,BS_Devices_Simsterminated,BMS_Inverted_48V_V1_2022_EV_AT,V22,AIRTEL,,LAFM_4G_V2_2_JUNE_27_2023_20_S,,LAFC_CAN_FW_V2_4_0-Jun_13_2023-20_28_17,,,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,ED4453B59B9B0BAE6B7F38BE9538C453362C705412CE7CAFD8E8E0084100CA6E,false,varashebkanthi@intellicar.in,1740470633364,false
36,2484,752,Magenta,eRickshaw_Omega_Seiki rage+_Default_2021_EV_AT,V26,AIRTEL,,LAF_V2_6_OCT21_15_11_2022_05_P,,LA5_COPROC_CAN_FW_V1_11_3,,,4E1D2950FA11C6C91118D7627ECC91C6D323090449DA3F6ACFF990783CB076AC,5FAD7B149E6AB951EF4A88D16C91D543CDBE8F185CE81F28EEE4D5F1E291FA8D,false,varashebkanthi@intellicar.in,1740470633478,false
47,2777,686,Grinntech,BMS_Livguard_48V_V1_2020_EV_AT,P22V5,AIOT,,LAFMV2-4G_EC200UCN-P22V5-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V5_OCT_05_2023_14,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,DFED290B191D9A09C20175325F46BB9E1D291D0686BE29904A48C98987A702A5,9CEB9029309FC3DD8E95EA73B37D1FF76E37BED2C39AD2057F6B0E2A474B4A48,false,varashebkanthi@intellicar.in,1740470633569,false
59,3902,1635,EVM_secondarydevice,Car_Toyota_Rumion_Default_2024_P_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8283DAD575B63A5621A69387614D4134A24F343743EF130D7B2945EBA1EB27A8,EC36DA3797FBF2948F5A4A45AF88A2E78C68991FA3287B531B3281ADB678CBC2,false,varashebkanthi@intellicar.in,1740470633697,false
69,5909,1621,Abroad_Clients,Inverter_Biliti Electric_Growatt_TTL_2024_EV_AT,P25V1,US_HOLO,,LAFMV2-4G_EG21G-P25V1-F1V6-FEB_23_2024_12-IP-US_HOLO-BETA,,LAFC_UART_P25V1_JUL_04_2024_16_BILITI_GROWATT_115200_8N1_TEST_V2,,0000000000000000000000000000000000000000000000000000000000000000,A40D740BFB387153251295D8CF0D1D1AC9D8DE5977E5A04F853D7451F2F185CD,11B291D2F6FD2C16D62A34035FBF5EE323AA07B27C10B42C7712C17365C6C456,false,varashebkanthi@intellicar.in,1740470633790,false
78,3157,1071,Perpetuity_Capital,eRickshaw_Altigreen_NEEV HD_EV_2021_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_3_1,,,E85E0E981C22855BE1685903BB0858F7583A6027CE924A470FBAF8DEB47DC137,D1B422E68583F024A542CCB1AAE5C669EBA2BEF3176A321F2DB2F2E38FF41E55,false,varashebkanthi@intellicar.in,1740470633880,false
87,3902,1066,EVM_secondarydevice,Car_Toyota_Glanza_Default_2021_P_AT,P25V6,AIOT,,LAFMV2-4G_EC200UCN-P25V6-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V6_FEB_07_2024_19,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470633975,false
97,2023,1496,Greenfuel,BMS_Greenfuel_GF2_51.2V_2023_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V7_SEP_16_2024_13_VECMO,,8E2D4F2C835E656FE11E4F0BF6C37B56A5288E853A312FFF2D42A50061349DF4,AA08C389793280E6D11A2934D51E46BD8245BE69C99B5F48CD4B7A8B77BDA252,4C4146435F43414E5F504C5F5349474E5F5645434D4F5F47465F56315F305F30,false,varashebkanthi@intellicar.in,1740470634066,false
107,3868,1520,Metafin,VFD_Crompton Greaves_VSR48-038 20CEB_Eicher_2023_EV_AT,P15V4,AIOT,,LAFMV2-4G_EC200UCN-P15V4-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CROMPTON_FW_V1_1_9,,3D568B81AABB8FA705141F6D0FDFC4A6E9BA9E131F9FC2BC94BAF419D8E998B7,3E63CFBC1181A521CB700855A17D65186BA4556B0F309F5ECEE800316688B824,1D34F7F707FF0B4AC67E3BF7EDE977C66315C39EAC07B37BB167B3C08FE58CFB,false,varashebkanthi@intellicar.in,1740470634158,false
2055,3901,1452,Quantum,eBike_Quantum_Bziness_Daly 500 BMS_2023_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V5-FEB_14_2024_16-S-AIOT,,LAFC_CAN_P25V1_FEB_07_2024_19,,0000000000000000000000000000000000000000000000000000000000000000,FA8BA60FBB33B1FABFD4C6B82B38586708A3E07E3C9CA1104EA6042E237DBB4B,DD0FC5EC6EC9944746707682254A3803B9464FB1463147CF6F9262BB581BE0B6,false,varashebkanthi@intellicar.in,1740470652261,false
2065,4428,1603,IntelliOne,VFD_Crompton Greaves_VSR48-045 20CEB_Eicher_2024_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_RS485_P25V7_P30V4_MAY_21_2024_12_CROMPTON_9600_8N1,,3D568B81AABB8FA705141F6D0FDFC4A6E9BA9E131F9FC2BC94BAF419D8E998B7,3E63CFBC1181A521CB700855A17D65186BA4556B0F309F5ECEE800316688B824,1D34F7F707FF0B4AC67E3BF7EDE977C66315C39EAC07B37BB167B3C08FE58CFB,false,varashebkanthi@intellicar.in,1740470652370,false
2075,2541,1726,Upgrid_Mobility,BMS_iPower_48V 45AH_BS V2_2024_EV_AT,P22V9,AIOT,,LAFMV2-4G_EC200UCN-P22V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P22V9_OCT_11_2024_15_INTELLIBAT,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,970976BF4155A6F478E25C0AE1BED4D0ABFE591300F24FB06C854A018BDEAE62,D3351DCED34F1686C12CE487AF1B8889C707322FAF9E3680C565AEF2D72357DD,false,varashebkanthi@intellicar.in,1740470652460,false
2085,3154,1214,BLR_POLICE_HOYSALAS,Car_Maruti_Ertiga_ZXI_2020_D_MT,SFF-V2,AIOT,,LAFMV2-2G_MC60-SFF-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_SFF_SEP_13_2024_14,,36D33F119AF5F6604F58CF8421CFDE953CDDBBA8408C6622FBAD96BF44E17340,8283DAD575B63A5621A69387614D4134A24F343743EF130D7B2945EBA1EB27A8,EC36DA3797FBF2948F5A4A45AF88A2E78C68991FA3287B531B3281ADB678CBC2,false,varashebkanthi@intellicar.in,1740470652550,false
2095,3031,1071,Turno,eRickshaw_Altigreen_NEEV HD_EV_2021_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_4_0-Jun_13_2023-20_28_17,,,FB5F563DDA1CCC18805B8EC0F7D50974F61B1C814D9DB4C5C511D591A7455096,1ECC0C23544E80059735529E502775712635CC9B398EE18F06BE9831CEE319C9,false,varashebkanthi@intellicar.in,1740470652640,false
2105,2534,1203,Mooving_Mobility,BMS_Livguard_48V_V2_2022_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_2G_SFF_OCT_05_2023_14,,,B4748B81C2C5077CC312EBDEE863BBB2D664400EB80E022C66438376CB1BD1CC,9B8CB267DE961C636C0AB12F4C5189AD123D5ACAB95E2D0D50E395BE35FB33E7,false,varashebkanthi@intellicar.in,1740470652729,false
2115,2461,1203,ICProduction,BMS_Livguard_48V_V2_2022_EV_AT,SFF-V2,AIOT,,LAFMV2-2G_MC60-SFF-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_2G_SFF_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,A60AD184EC6D32E3C27E5D0BE6319BBA4A615BAF77086ED1FB78C62AE2C3E904,4EF9DCD3C1919764ED1110965695E39A5043DB391162BDD95DDF74FFADBC2CF0,false,varashebkanthi@intellicar.in,1740470652819,false
2125,2818,1335,MBSI_PVT_LTD,Bike_Yamaha_Fascino_Default_2023_P_AT,P25V6,AIRTEL,,LAFM_4G_P25V6_SEPT_12_2023_10_S,,LAFC_CAN_P25V6_OCT_05_2023_14,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470652917,false
8,3681,1149,Zelfinance,BMS_Inverted_48V_Default_2022_EV_AT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_4_0-Jun_13_2023-20_28_17,,,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,ED4453B59B9B0BAE6B7F38BE9538C453362C705412CE7CAFD8E8E0084100CA6E,false,varashebkanthi@intellicar.in,1740470633006,false
12,3015,1316,MBSI_LA5,Bike_Royal Enfield_Hunter_350_2023_P_MT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V6-MAR_06_2024_16-IP-AIOT,,LAFC_CAN_P25V7_MAY_23_2024_17,,0000000000000000000000000000000000000000000000000000000000000000,8E7348D6FCC755295409C4D5781634CF6B069BED0FB55FA80A53FD4DBF63DF52,47F1431913E34C3402244A49B77C974567A7251049B85B0308B5A0ED2C40F4C3,false,varashebkanthi@intellicar.in,1740470633125,false
24,3902,1421,EVM_secondarydevice,Car_Skoda_Rapid_Default_2021_P_MT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_4_0,,,09AB9C1460D7E4BEE28B36A7F036DD35FDFA3D59C3E87A1EF7CFB2FDC634B623,F00F869DFD2A5DE385D4F9AC47E52501173A8AA59C9E4EF55A7DE41ACDF6248C,false,varashebkanthi@intellicar.in,1740470633360,false
34,4428,1295,IntelliOne,VFD_Crompton Greaves_VSR48-024 20CEB_Default_2022_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V6-MAR_06_2024_16-IP-AIOT,,LAFC_RS485_P25V7_P30V4_MAY_21_2024_12_CROMPTON_9600_8N1,,0000000000000000000000000000000000000000000000000000000000000000,3E63CFBC1181A521CB700855A17D65186BA4556B0F309F5ECEE800316688B824,1D34F7F707FF0B4AC67E3BF7EDE977C66315C39EAC07B37BB167B3C08FE58CFB,false,varashebkanthi@intellicar.in,1740470633460,false
41,4155,1757,PointO,BMS_Inverted_51v100AH_Dally_2023_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAY_23_2024_17,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,6BF292AEE88F19358C95B9E21E97F8976BBFDC1FE59487A20F365ECDD9340A32,618B29A0EE05E2AB9DBB36CFF49AD8258DAE5FE8A3140142E5F8E216E8002AE7,false,varashebkanthi@intellicar.in,1740470633547,false
51,5293,1149,BS_Devices_Simsterminated,BMS_Inverted_48V_V1_2022_EV_AT,P22V5,AIRTEL,,LAFMV2-4G_EC200UCN-P22V5-F1V1-JAN_04_2023_12-S,,LAFC_CAN_P22V5_OCT_05_2023_14,,C0949A5EAC9373902C95E9188A4510FCFCFFF7817F21B951A34BB5974B37A2A8,A595720B72D997EB32EE6B41A4F5E1CD0DDC8C142ED6426B77A84E4D8C0CB283,ED4453B59B9B0BAE6B7F38BE9538C453362C705412CE7CAFD8E8E0084100CA6E,false,varashebkanthi@intellicar.in,1740470633634,false
61,2023,1561,Greenfuel,BMS_Greenfuel_51.2V_GF4_2024_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_JUN_21_2024_14_BETA,,8E2D4F2C835E656FE11E4F0BF6C37B56A5288E853A312FFF2D42A50061349DF4,3A0A32BB752B4EB9E062E6D026282C074B3DD3CA31B66E257DB4DB161531EA1E,A92D8DE4AE00F60DDE393688A102F3339C089509724E11F168D3C5F3D35EC34A,false,varashebkanthi@intellicar.in,1740470633722,false
71,4428,1570,IntelliOne,VFD_INVT_GD200A_Kirloskar_2024_EV_AT,P25V7,AIOT,,LAFMV2-4G_EC200UCN-P25V7-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_RS485_P25V7_P30V4_MAY_20_2024_16_INVT_19200_8E1,,0000000000000000000000000000000000000000000000000000000000000000,181134315C5B7EB4298D272526897ACA3C943821C73976B430034B87F858B05A,36B47104991B9BCAB4B000EB37B4079CEC187836D9DFDCCA18A635A724048BAF,false,varashebkanthi@intellicar.in,1740470633809,false
81,3633,1756,Eastman,BMS_Eastman_64V-105AH_JBD CAN 250_2024_EV_AT,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V9_SEP_13_2024_14,,470855B023C431BEF84DE391B2E4B4713F162C135947E31C94F179968B68127A,012A41BD2458D36E8CF2F33232524D27229B265F775CA76FF21285854ADCC19F,6A16FAC7E0307889F715ED53F71A75DD4132C1434C3454EEBC3EC5BCBBA92C18,false,varashebkanthi@intellicar.in,1740470633903,false
91,5792,1404,Sundaram_Finance_Demo,Car_Skoda_KUSHAQ_Default_2022_P_MT,SFF-V1,AIRTEL,,LAF_SFF_V2_0_15_11_2022_05_P,,LAFC_CAN_FW_V2_4_0,,,09AB9C1460D7E4BEE28B36A7F036DD35FDFA3D59C3E87A1EF7CFB2FDC634B623,F00F869DFD2A5DE385D4F9AC47E52501173A8AA59C9E4EF55A7DE41ACDF6248C,false,varashebkanthi@intellicar.in,1740470634018,false
2056,4155,1303,PointO,BMS_Pixcell_48V_Default_2023_EV_AT,V22,AIOT,,LAFMV2-4G_EC200UCN-V22-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_4G_V2_2_FEB_07_2024_19,,E6B15C7371F12162B3D23862E54C057B88DFC8AC9642E0313775F78E2FBD2595,4053499604D880118DE551B6FD4EA859B4E2B5FE9CD63855706EA93B19D003DB,EFA24742D29549ED70A9FBDC10D199EDAE135FAA40BA66E243DAD0D110F8465A,false,varashebkanthi@intellicar.in,1740470652261,false
2066,3060,1490,BikeBazaar,eBike_BGauss_D15i_Default_2023_EV_AT,P25V9,AIOT,,LAFMV2-4G_EC200UCN-P25V9-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V9_SEP_13_2024_14,,1F431229EEAF00882BE0DEC08596B2D395239C6E52720C17335EF379CDDF5DF6,83E369DE976BB93117B3EB32535631BE678650EB3408040E3DC0B3B0FDA09491,13CCDFEE96BE597057F382CDBAF0184F5BE2ACC66E45E3A35405B2B0EE17F7E8,false,varashebkanthi@intellicar.in,1740470652371,false
2076,3033,1239,vidyuttech_API,eRickshaw_MLR Auto_Eltra_City_SEG+Exicom_2023_EV_AT,P25V1,AIOT,,LAFMV2-4G_EC200UCN-P25V1-F1V12-NOV_28_2024_18-DNS-AIOT,,LAFC_CAN_P25V1_MAR_21_2024_14_MLR_ODO_HAHB_OS,,3DFA24EDE3BA32D9E0EF515BF148E694CC39468B133A9FD39D01ECD6972F7FAB,314B7DDB47D64A2D9A92CE51D5C4125CEDD9FFCDDFB251CE521E6DDED65BB29F,C9E0D2D8E402CF260A6B422B77DF8BFFE7B2CA698AFAB67027589A8F3BDD51D8,false,varashebkanthi@intellicar.in,1740470652464,false
2086,4428,1526,IntelliOne,VFD_INVT_GD200A_No Genset_2023_EV_AT,P25V12,JIO2,,LAFMV2-4G_EC200UCN-P25V12-F1V11-OCT_03_2024_14-DNSV6-JIO2,,LAFC_RS485_P25V12_P30V4_NOV_22_2024_12_INVT_19200_8E1,,0000000000000000000000000000000000000000000000000000000000000000,181134315C5B7EB4298D272526897ACA3C943821C73976B430034B87F858B05A,36B47104991B9BCAB4B000EB37B4079CEC187836D9DFDCCA18A635A724048BAF,false,varashebkanthi@intellicar.in,1740470652556,false
